instruction,output
"20대 입니다. 이번에 Well-ness 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행) 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.","일산 시장에 가보셨나요? 가보시지 않으셨다면, 일산 시장을 추천드립니다."
"0명 과 Well-ness 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행)로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.","밤 다시 마을에 가보셨나요? 가보시지 않으셨다면, 밤 다시 마을을 추천드립니다."
"이번 테마파크, 놀이시설, 동/식물원 방문를 위해 자가용으로 여행가는데, 여행지 추천 해줘.","곤지암리조트에 가보셨나요? 가보시지 않으셨다면, 곤지암리조트을 추천드립니다."
나홀로 여행로 0명 과 여행지 추천,"한지문화산업센터에 가보셨나요? 가보시지 않으셨다면, 한지문화산업센터을 추천드립니다."
"나홀로 여행으로 할 예정입니다. 대중교통 등으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 서울도 본 관광코스 북촌 한옥마을입니다.
"테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행(으)로 가려고 하는데, nan을 이용 서울특별시 30대 여행지 추천","국군복지단 포천 푸르미 마트에 가보셨나요? 가보시지 않으셨다면, 국군복지단 포천 푸르미 마트을 추천드립니다."
"2명과 쇼핑, Well-ness 여행, SNS 인생샷 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 신사 까치공원입니다.
"2명과 쇼핑, Well-ness 여행, SNS 인생샷 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 신사동 가로수 길입니다.
"3인 이상 여행(가족 외)로 여행 가려는데, 추천해 줘","국립 농업박물관에 가보셨나요? 가보시지 않으셨다면, 국립 농업박물관을 추천드립니다."
"2인 여행(가족 외)로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 뉴삼봉 수상 레저입니다.
"2인 여행(가족 외)로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 메가박스 수원 AK플라자점입니다.
"이번 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 등반 여행, 지역 문화예술/공연/전시시설 관람를 위해 대중교통 등으로 여행가는데, 여행지 추천 해줘.","수원 화성 팔달문에 가보셨나요? 가보시지 않으셨다면, 수원 화성 팔달문을 추천드립니다."
"1명 과 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 등반 여행, 지역 문화예술/공연/전시시설 관람로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.","행리단길에 가보셨나요? 가보시지 않으셨다면, 행리단길을 추천드립니다."
"이번 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 호캉스 여행, 역사 유적지 방문, 시티투어를 위해 대중교통 등으로 여행가는데, 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 인천 차이나타운입니다.
"수도권에 가 볼 만한 곳이 있을까요? 저는 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행)을 좋아하고, 2인 여행(가족 외) 예정입니다.","농협안성팜랜드에 가보셨나요? 가보시지 않으셨다면, 농협안성팜랜드을 추천드립니다."
"경기도 20대 남성, 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 스타필드 안성입니다.
"경기도 30대 여성, 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 시흥 배곧 한울 공원입니다.
"저는 쇼핑, 시티투어, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 선호하고,  함께 갈 예정입니다.","까사미아 신세계사이먼 시흥 아울렛점에 가보셨나요? 가보시지 않으셨다면, 까사미아 신세계사이먼 시흥 아울렛점을 추천드립니다."
"쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행(으)로 가려고 하는데, 자가용을 이용 서울특별시 30대 여행지 추천","아유 스페이스에 가보셨나요? 가보시지 않으셨다면, 아유 스페이스을 추천드립니다."
"30대 입니다. 이번에 쇼핑, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.","유니클로 광화문 D타워점에 가보셨나요? 가보시지 않으셨다면, 유니클로 광화문 D타워점을 추천드립니다."
"저는 30대 이고, 1명과 테마파크, 놀이시설, 동/식물원 방문을 떠납니다. 추천 부탁드려요.","용인자연휴양림에 가보셨나요? 가보시지 않으셨다면, 용인자연휴양림을 추천드립니다."
"2인 여행(가족 외)으로 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람 여행을 계획 중인데 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 짜장면 박물관입니다.
"테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람 여행 가는데 1명과 함께할 곳 추천해 주세요.","누들 플랫폼에 가보셨나요? 가보시지 않으셨다면, 누들 플랫폼을 추천드립니다."
"테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람 여행 가는데 1명과 함께할 곳 추천해 주세요.","신포국제시장에 가보셨나요? 가보시지 않으셨다면, 신포국제시장을 추천드립니다."
"1명과 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 인천개항장 근대건축전시관입니다.
"저는 40대 이고, 1명과 테마파크, 놀이시설, 동/식물원 방문, 시티투어, 지역 문화예술/공연/전시시설 관람을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","대불호텔 전시관에 가보셨나요? 가보시지 않으셨다면, 대불호텔 전시관을 추천드립니다."
"서울특별시에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?","이케아 광명점에 가보셨나요? 가보시지 않으셨다면, 이케아 광명점을 추천드립니다."
"이번 교육/체험 프로그램 참가, Well-ness 여행, 친환경 여행(플로깅 여행), 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람를 위해 대중교통 등으로 여행가는데, 여행지 추천 해줘.","광명동굴에 가보셨나요? 가보시지 않으셨다면, 광명동굴을 추천드립니다."
"서울특별시에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 광명 업사이클 아트센터입니다.
"서울특별시에 살고 있는데, 자녀 동반 여행여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 관곡지입니다.
"2명 과 테마파크, 놀이시설, 동/식물원 방문, 친환경 여행(플로깅 여행), 등반 여행로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.","계수 가든에 가보셨나요? 가보시지 않으셨다면, 계수 가든을 추천드립니다."
"이번 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, 호캉스 여행로 2명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","교보문고 강남점에 가보셨나요? 가보시지 않으셨다면, 교보문고 강남점을 추천드립니다."
자녀 동반 여행로 2명 과 여행지 추천,"카카오 프렌즈 강남 플래그십스토어에 가보셨나요? 가보시지 않으셨다면, 카카오 프렌즈 강남 플래그십스토어을 추천드립니다."
"자녀 동반 여행으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?","지오다노 강남역점에 가보셨나요? 가보시지 않으셨다면, 지오다노 강남역점을 추천드립니다."
"자녀 동반 여행로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 현대 시티 아울렛 동대문점입니다.
"쇼핑, 지역 문화예술/공연/전시시설 관람, 시티투어 여행 가는데 1명과 함께할 곳 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 해바라기 소극장입니다.
"1명 과 쇼핑, 지역 문화예술/공연/전시시설 관람, 시티투어로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 이화동 벽화마을입니다.
"이번 쇼핑, SNS 인생샷 여행, 호캉스 여행를 위해 자가용으로 여행가는데, 여행지 추천 해줘.","국립유명산자연휴양림에 가보셨나요? 가보시지 않으셨다면, 국립유명산자연휴양림을 추천드립니다."
"이번 쇼핑, 시티투어로 1명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","서울숲에 가보셨나요? 가보시지 않으셨다면, 서울숲을 추천드립니다."
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 광야 서울입니다.
"1명과 쇼핑, 온천/스파, 테마파크, 놀이시설, 동/식물원 방문, 야외 스포츠, 레포츠 활동, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 가평 레일파크입니다.
저는 20대 남성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 타임스퀘어입니다.
저는 30대 남성입니다. 나홀로 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 현대백화점 중동점입니다.
"이번 교육/체험 프로그램 참가, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 시티투어를 위해 nan으로 여행가는데, 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 현대백화점 유플렉스 중동점입니다.
"저는 20대 이고, 1명과 Well-ness 여행, 테마파크, 놀이시설, 동/식물원 방문을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 임진각 평화누리입니다.
"Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행(으)로 가려고 하는데, 자가용을 이용 서울특별시 50대 여행지 추천","잘 잠 157에 가보셨나요? 가보시지 않으셨다면, 잘 잠 157을 추천드립니다."
"부모 동반 여행로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 모래내시장입니다.
"경기도에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?","수원 월드컵 경기장에 가보셨나요? 가보시지 않으셨다면, 수원 월드컵 경기장을 추천드립니다."
"Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 등반 여행(으)로 3인 이상 가족 여행(친척 포함) 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?","홈플러스 익스프레스 북변점에 가보셨나요? 가보시지 않으셨다면, 홈플러스 익스프레스 북변점을 추천드립니다."
"이번 Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 등반 여행로 2명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","김포한강야생조류생태공원에 가보셨나요? 가보시지 않으셨다면, 김포한강야생조류생태공원을 추천드립니다."
